-2.339163664778063922e-01 -2.922153067154305561e-01 -3.060525087157647817e-01 -2.628618881130019846e-01 -2.046008639088337799e-01 -1.554842883083419058e-01 -3.116208650392785287e-02 2.240354638187287140e-01 4.803189067543086610e-01 5.949796296233906823e-01 5.133628170724128248e-01 3.797174374625725823e-01 3.100500626345686905e-01 2.568959402219622712e-01 1.049345285560525087e-01 -1.783995168895649297e-01 -3.627307292842021358e-01 -3.242958977650718944e-01 -1.988775398912759895e-01 -1.684901733713053407e-01
-2.950145516562841519e-01 -3.634909252525571621e-01 -3.825686024280413600e-01 -3.405613408137755926e-01 -2.650847080526139155e-01 -2.070369790049611802e-01 -5.100710281801176804e-02 2.491220054918030224e-01 5.531316522203103547e-01 6.841200401321799740e-01 5.940027798390025149e-01 4.459901181384125501e-01 3.751134153300690333e-01 3.323040271429804626e-01 1.439772573147884149e-01 -1.923199845663837726e-01 -4.265505866021046533e-01 -3.829467624488467892e-01 -2.318759346124071308e-01 -2.106437988008934836e-01
-2.814896557852642478e-01 -3.557122696405800033e-01 -3.750043990516147008e-01 -3.322879855252236503e-01 -2.637875079122092292e-01 -2.135757261506006366e-01 -6.737232145695733199e-02 2.092958536368475508e-01 4.861512853957408176e-01 6.094913372383541361e-01 5.305807836493187102e-01 4.005802961532734519e-01 3.445755407375230006e-01 3.304200204837566268e-01 1.640774603178074831e-01 -1.537058052409884801e-01 -3.877078285629699805e-01 -3.505074981094543629e-01 -2.122331164766642075e-01 -2.047186126911654802e-01
-2.533199531868426391e-01 -3.036701058786958618e-01 -3.221810158625245668e-01 -2.979906785806906711e-01 -2.379174696277064627e-01 -1.991752943646762919e-01 -7.383010677296922286e-02 1.408305274046190436e-01 3.529488510782774480e-01 4.487308271860765418e-01 3.938716103629742449e-01 2.981164402223986376e-01 2.664464002374832829e-01 2.786080226386403735e-01 1.545134105219411746e-01 -8.864982017076541987e-02 -2.967060739761607779e-01 -2.755267981996500359e-01 -1.685626836978488530e-01 -1.911156015456748347e-01
-2.196354652081781433e-01 -2.679001630443094695e-01 -2.829567965386638462e-01 -2.683781511857457058e-01 -2.182579956240570662e-01 -1.881791997550630868e-01 -8.780733554432054722e-02 9.247023254829765671e-02 2.563371857638794826e-01 3.195019063190630559e-01 2.779215109473040513e-01 2.128754003027790997e-01 2.006728410954556618e-01 2.299067739050495163e-01 1.717626769129129427e-01 -4.328777914323490850e-02 -2.210609375655351316e-01 -2.236382742380614019e-01 -1.406858537604389892e-01 -1.463627016934462288e-01
-2.029626349465651625e-01 -2.609193632846196764e-01 -2.784323674376411595e-01 -2.526522515028919447e-01 -2.248095639435775950e-01 -1.862678809917385492e-01 -1.101110502321502593e-01 5.721106962782961797e-02 1.890501008134655159e-01 2.394088430941815060e-01 2.039083749133819012e-01 1.604401863947080287e-01 1.638150819881842024e-01 2.084784957869193212e-01 1.893621151856934859e-01 3.845414972747466468e-03 -1.639690244999232049e-01 -1.687431261782347258e-01 -1.186550580509805608e-01 -1.455714426912763926e-01
-1.536099799936848920e-01 -1.954112683254007055e-01 -2.149385117317846039e-01 -2.018348031257177488e-01 -1.841286464576650517e-01 -1.599034288167165141e-01 -9.898457047319995927e-02 8.922706859939835353e-03 6.733616260172504975e-02 8.189339063211044378e-02 5.797284574147322511e-02 4.552582397696820771e-02 6.390208116685842932e-02 1.276268919564450544e-01 1.522174365060067758e-01 5.806241975219134793e-02 -7.221689762692271031e-02 -9.519199807571110394e-02 -6.893207850538521364e-02 -1.003578804072863956e-01
-4.085595320781854056e-02 -5.622783060185535670e-02 -4.653293230372879119e-02 -5.052073869406038809e-02 -4.695265859813121251e-02 -2.308390684017817829e-02 -2.634698948439167382e-02 -4.988736406901297937e-02 -1.378805384621034913e-01 -2.100985830935974130e-01 -2.289939854601970581e-01 -1.899965037477742702e-01 -1.591193567183026292e-01 -1.136167807632121746e-01 -1.261814578641940778e-03 5.726851882615763972e-02 4.042272845518311147e-02 1.173792396302724035e-02 -1.144174675595264004e-04 -2.503485968701526371e-02
9.223285276763143470e-02 1.189939632100103090e-01 1.382756990466423586e-01 1.377508990978940362e-01 1.455405044543837401e-01 1.489411020903109728e-01 1.174045548071681044e-01 -6.575566279935850245e-02 -3.477004513640161165e-01 -5.619892492558450359e-01 -5.868766780119704096e-01 -5.019177769552057855e-01 -4.728913228185635531e-01 -4.455525649828082080e-01 -2.645966768436232019e-01 -1.529536505222085091e-02 1.158066060684587451e-01 9.937091125256941604e-02 5.864984253578536810e-02 5.422509565448367652e-02
2.101268601475211606e-01 2.839752136890258405e-01 3.335211421306440438e-01 3.305258529990237615e-01 3.303944765776952730e-01 3.455054750427489219e-01 2.762943010910856589e-01 -4.163152387616669836e-02 -5.021550678560197101e-01 -8.424959243585118385e-01 -8.770721357563329157e-01 -7.626953865268497612e-01 -7.540705635623939918e-01 -7.793824041669142888e-01 -5.505207910696889861e-01 -1.431802266579561278e-01 1.237078377246336597e-01 1.368397268611513951e-01 7.840928462230810359e-02 1.280811705384782562e-01
2.757041787485814410e-01 3.684790063587581321e-01 4.281298254885175236e-01 4.350841002520546841e-01 4.428445065762784960e-01 4.618998106836380013e-01 3.631059320204038654e-01 1.472915256686276736e-02 -4.919117715725392359e-01 -8.538759016802727198e-01 -9.162628201723216348e-01 -8.142220623610424424e-01 -8.306788792529891108e-01 -8.994850336349696773e-01 -6.996476834135820777e-01 -2.579429237485001414e-01 7.927498424189144410e-02 1.241263743751951087e-01 8.611373682076138569e-02 1.568318510655062892e-01
2.969077899704533063e-01 3.975431425664657792e-01 4.577344124535554504e-01 4.788959695705066744e-01 4.923700042630478335e-01 4.996003252259078042e-01 3.966819274441762411e-01 4.918791398136866666e-02 -4.082924416637585541e-01 -7.184738558728750446e-01 -7.675020914078792833e-01 -6.937064931201931683e-01 -7.340841663449066967e-01 -8.410166049370108032e-01 -7.147598919649099658e-01 -3.224914761497922333e-01 1.038852613898112731e-02 8.156881878162179633e-02 7.889068277883677649e-02 1.569328344071862502e-01
