phi1,phi2,g11,g22,g12,g21
0,0,278.95867239506515,278.09151490502313,-6.118320976426209,-6.097425253524564
0,1,278.6653460306364,286.05058614065683,-8.70023470651332,-8.699085198727994
0,2,278.53967290988936,362.8681742917249,-7.881853998911132,-7.879301291082769
0,3,278.49996321805435,399.6213865396266,-6.469939565203964,-6.4664970556760215
0,4,278.48555549406245,426.200703122155,-5.4090556746980685,-5.400725770657891
0,5,278.30137089054716,462.2179553022813,-4.647652215482296,-4.631070689445106
0,6,278.39853836681596,454.1250071933942,-3.416496676786441,-3.4061154606532806
0,7,278.3688053420294,412.05040007406404,-1.8752976439275921,-1.8717137282097518
0,8,278.33774726100256,427.7720902932677,-0.6752662165634779,-0.6717890977720407
0,9,278.35731977454117,374.0566137506302,0.33375353841912314,0.32591732212313684
0,10,278.360484580115,262.8269744733479,1.024277483983403,1.0174954429531555
0,11,278.32832657401593,237.26526310756347,1.5879232091210467,1.5925185812033822
0,12,278.39623617331335,358.4094128949845,2.7686477160980694,2.7598518297377996
0,13,278.5339418930242,608.8837386270523,4.66000406674705,4.649541138384851
0,14,278.6944219519724,842.2598232731416,6.448751755939453,6.43916682927227
0,15,278.8796310619045,919.329470740341,7.165147665122785,7.1471847486000595
0,16,279.12316279375574,874.3490360867578,7.46930984259791,7.471577778560649
0,17,279.3167295204575,773.7940439434972,8.95441337637219,8.927470748410675
0,18,279.5748089616555,659.9546989596192,9.331542405402741,9.323684044842295
0,19,279.3434659900574,467.9324310607526,2.783466649673046,2.799055306779541
1,0,286.2871276580234,278.15273651422484,-7.855344189477993,-7.84370080685574
1,1,285.8084018275141,286.1348030364969,-11.279703435851617,-11.29323187432918
1,2,285.64693735561536,362.99320226271396,-10.386178462675176,-10.393543983689986
1,3,285.5388571708731,399.67620320886476,-8.664198810795567,-8.664136663034533
1,4,285.40127713642306,426.28517967794147,-7.345457984555322,-7.3298529483968755
1,5,285.4296622740255,462.3090951907468,-6.4207442268803545,-6.437180713381868
1,6,285.27438355974806,454.1253856190434,-4.852462318865835,-4.846724690084493
1,7,285.315280651491,412.0140251615309,-2.746407947426324,-2.7467449207643915
1,8,285.2403188651337,427.77577571706473,-1.086473591354725,-1.0828720177598548
1,9,285.29889841857306,374.07149453267687,0.3979618296423838,0.38665387337105767
1,10,285.3035122214074,262.82810088989925,1.494263844100391,1.4925681511992972
1,11,285.39714711137924,237.28178938612407,2.5057145045123383,2.5091212383891683
1,12,285.5713558718534,358.4159880521454,4.493978685633565,4.50255096940135
1,13,285.7544364829556,609.0217331639177,7.715508589600693,7.723913611315885
1,14,286.06885736773427,842.259544968202,10.931826988326977,10.908061112976808
1,15,286.53164934097373,919.3146307228216,12.246183404698899,12.232216020744925
1,16,286.97604978211655,874.4535798677451,12.13833471007642,12.123926196062511
1,17,287.30990608767473,773.8467996711422,12.891721039634744,12.887348988490745
1,18,287.4253153954483,660.1240696954928,12.163737493847202,12.159451110956654
1,19,287.00442693726734,468.09501007731245,3.2950495108094544,3.263967036681575
2,0,363.9359096217973,278.33765677054134,-8.846338026883931,-8.83123678183114
