phi1,phi2,g11,g22,g12,g21
0,0,278.2717715302423,277.9849394587461,-0.9844542715117467,-0.9831407568255969
0,1,278.23909272258095,285.17467754354334,-1.0469511236356963,-1.049604905133998
0,2,278.21677030070066,361.82704372929186,-0.5859579779184044,-0.5654279257070663
0,3,278.2847282585934,399.3739699552312,0.22968501263550423,0.23061086374760767
0,4,278.2069269703704,426.0274066148973,1.01117417343578,1.0138721428718251
0,5,278.2500687454336,462.18816160227897,1.553733795093554,1.552545639605912
0,6,278.3735467896289,454.13345507581255,2.383881345143836,2.3879971663669504
0,7,278.43162041750645,412.12140994606546,4.032957063782611,4.03515387747579
0,8,278.53812304573603,428.2152053238982,6.512233010474163,6.515598254464894
0,9,278.73782737870465,374.5329226035412,8.00322887359892,8.017614423308016
0,10,279.01027755224567,263.0488517524202,5.642235024275002,5.64382220944809
0,11,279.3785795433749,237.26356917139054,0.025924975087561315,0.03501098781818744
0,12,279.35482482567824,358.4711235091379,-4.755382896618465,-4.769358365096014
0,13,278.9839253800236,609.4382561109711,-7.377203820558714,-7.326022411315376
0,14,278.78117873431853,842.7326107959883,-7.631768802075678,-7.637827229951656
0,15,278.4860475035755,919.4435571090538,-6.32575666080487,-6.330766461069861
0,16,278.3991800784003,874.3535281645956,-4.40878080315064,-4.415928345813551
0,17,278.3487980129982,773.2073450565078,-2.224382166518573,-2.2271809428707585
0,18,278.2951628418578,659.5169380184366,-0.7517403135590813,-0.741037398450607
0,19,278.2552971894784,467.8361411815047,-0.5411095835770877,-0.5301624412431084
1,0,284.895064782546,277.96093886710736,-0.545417026790026,-0.5437827720457967
1,1,284.9448059756476,285.157041413405,-0.5644999337385405,-0.5547308240141965
1,2,284.95062883527993,361.8646991266363,-0.2462648421551333,-0.2610937174558273
1,3,284.8903829521957,399.3408466660256,0.33464254683755956,0.3414336957472317
1,4,284.97294505559506,426.10139244631785,0.9972090289658526,1.029534162685001
1,5,285.0326067023763,462.2276821675959,1.5840725429385079,1.5825017824515042
1,6,285.06039674732347,454.16262029794535,2.44627445626522,2.463207029348471
1,7,285.05656481868175,412.16520994021715,4.1927739557186605,4.1968724125876475
1,8,285.2407104713664,428.29598996439563,6.986945594048246,6.9900627042270544
1,9,285.49663275734383,374.60687094206844,8.911944197038828,8.902040425652821
1,10,285.9115721057922,263.00034017405363,6.521106782181089,6.512999580392095
1,11,286.18131267932955,237.2305769082687,0.4114901796361367,0.4216521492960201
1,12,285.9777581100936,358.5817923520874,-4.656282399835337,-4.652745065777966
1,13,285.71451230823,609.6188267426176,-6.966883393609883,-6.956888178759467
1,14,285.28889615336544,842.705987753218,-6.297757907885084,-6.317370920735464
1,15,285.099033044251,919.3428117391678,-4.179880575168269,-4.2026566496698035
1,16,285.02444879394164,874.2734249254559,-2.440418238678678,-2.442229921546974
1,17,285.0215437995089,773.2442323441287,-1.1139418658983953,-1.1416549288277997
1,18,284.94700738750265,659.4896944158079,-0.3741426385716607,-0.37064343120032905
1,19,284.95654176793823,467.8150972221497,-0.31917819216190835,-0.31763129508671867
2,0,362.04033149643044,277.9262699933218,-0.06036966627880072,-0.0634979780252492
2,1,362.0507337494933,285.1934959736474,-0.1262004830332045,-0.12501668703969468
2,2,362.06565564726014,361.85480232578,-0.10789251830734255,-0.11211547028302253
2,3,361.9351113014909,399.3956753908919,0.06107508657586794,0.05770391323251594
2,4,362.08952773656245,426.1807964220547,0.3922196242659476,0.41214745621155885
2,5,362.0968863459329,462.2228387140357,0.7925486876040391,0.7893402176364245
2,6,361.989482308805,454.25069550399746,1.500232344863765,1.497341101299236
2,7,362.10419259802325,412.250882790917,2.9150199990293366,2.9111127978433537
2,8,362.23952695780014,428.5355388441062,5.34512312488399,5.352499338071144
2,9,362.60777818885265,374.900218055834,7.424218536123543,7.419391913691108
2,10,362.7056649825038,263.0875783992692,6.032301224287402,6.028578023045472
2,11,362.8635413517914,237.2782388645102,1.58121387228151,1.565954971287706
2,12,362.66635695192656,358.88479067195163,-1.6573056424520851,-1.659976586768124
2,13,362.2111269802781,610.0302792472563,-1.9881291670270547,-1.9680131027102499
2,14,362.0648121443376,843.2187508289998,0.18198461313725134,0.20777029909240893
2,15,362.06560777960954,919.5790376024657,1.8475918239539568,1.8454240434863596
2,16,362.02861293792085,874.3570312078062,1.7359053616979012,1.735901738084905
2,17,362.0442193799707,773.2182934390485,1.025862189289183,1.036998146883247
2,18,362.0908494257597,659.5693119848053,0.39091991714808616,0.3961999705912218
2,19,361.99493558679643,467.8798546385111,0.045922512718802086,0.03573038902937026
3,0,399.4519421741915,277.94185884157764,0.3335490134773256,0.3436930744377266
3,1,399.4685129434907,285.0399035254464,0.13113847458411398,0.1324819427192206
3,2,399.4965344547281,361.76916918292255,-0.34761511218706775,-0.33429181159699756
3,3,399.47521967676727,399.4048262320315,-0.8845167425508894,-0.8829599266019034
3,4,399.5853921314303,426.0700632198904,-1.2531106978187458,-1.2468449661524514
3,5,399.4313632940964,462.30229729760833,-1.3177782917285523,-1.337790350234552
3,6,399.5652443080819,454.2728523358421,-1.225452190643129,-1.2170954037281378
3,7,399.5232764287579,412.3682320707055,-0.8234222368868369,-0.8382493567204037
3,8,399.55565880662164,428.7821326153731,0.13036463208163215,0.13109478413540077
3,9,399.59849098570004,375.2153245812771,2.0865339730490526,2.0573536690304235
3,10,399.705313660165,263.2262375124127,3.9876391472452486,3.9973164870551283
3,11,399.8767072961084,237.333124505917,4.962815908192434,4.946546204768943
3,12,399.7987755453595,359.30200947840376,6.1426548367641916,6.141084217131541
3,13,399.80978848007265,610.7697716766279,8.654115200083593,8.664893151537685
3,14,399.70683009859664,843.8786447791706,11.248669738457265,11.251704812984325
3,15,399.8525927336705,919.9689906002759,10.561825169860096,10.591344126956905
3,16,399.6945100127149,874.4769120063045,7.294598677440393,7.306381908273468
3,17,399.5680035587037,773.3108637646623,3.8505327635788222,3.836655824127837
3,18,399.5912251402687,659.5727577737414,1.4384793675992054,1.4375620618226495
3,19,399.41082544400086,467.85005914517427,0.45011817187944136,0.44787357753117024
4,0,426.0765236464476,277.92162191971954,0.4364869998041973,0.43500921348943217
4,1,426.07076250133576,285.1157965998512,0.03917816759023137,0.03567859508706331
4,2,426.06548560045843,361.79977216517784,-0.8539101239768957,-0.8348280493739599
4,3,426.1194126862719,399.327518320712,-2.0200206771496245,-2.033747666083453
4,4,426.0315621151651,426.20405312800614,-3.089660813781619,-3.0857976399727858
4,5,426.19599549661336,462.3444998287141,-3.73356696526139,-3.7206008130519557
4,6,426.1256206179095,454.4052649808924,-4.39679316875512,-4.399597255552744
4,7,426.1446139521001,412.5322503598188,-5.235557159396385,-5.215946410370655
4,8,426.31303420714386,429.0155487070932,-6.0559971040356695,-6.04712020280405
4,9,426.5714412262096,375.5562711561053,-4.560628690553869,-4.553722709938375
4,10,426.7448861148336,263.3486254636318,0.9320969158367791,0.9393256138674672
4,11,427.03483216781626,237.40431350047135,8.097045358993649,8.106177003599372
4,12,427.0815972956567,359.60335191384866,14.524484140391465,14.497116857939242
4,13,427.1858144213838,611.3813976988812,19.926040047501928,19.892895493532876
4,14,426.96263680811825,844.3942529922458,21.98240432443915,21.97731759578046
4,15,426.7357596692245,920.2188853466671,18.18550723362189,18.210974756521914
4,16,426.3618207888872,874.5637515177525,11.884457237784764,11.872043528455098
4,17,426.2938570224314,773.2685046905847,6.165232166525247,6.154150393476004
4,18,425.9529294013682,659.4998389460812,2.3685123934335244,2.336631181065507
4,19,426.0400853856717,467.9174732177748,0.7243206856560278,0.7116301863840027
5,0,462.22448318852696,277.89179332133705,0.3459775146504939,0.3427913630312722
5,1,462.2176624800139,285.1552769625779,-0.20774325341192673,-0.21589335017941774
5,2,462.225582823135,361.8779547789527,-1.3295803396651604,-1.346170264561335
5,3,462.2437153341772,399.2338507143608,-2.883901604520374,-2.884697307311228
5,4,462.32307471959246,426.09979856294603,-4.4121565167208345,-4.435991355111829
5,5,462.3016917557568,462.2898100093435,-5.588205461804107,-5.5874957386494035
5,6,462.47283110729376,454.3480745384945,-6.966976948613276,-6.958927230717334
5,7,462.59043995163444,412.5414515090245,-8.732642880707408,-8.727390258338533
5,8,462.7229857685747,428.9114820458608,-11.058073926883388,-11.04588697350135
5,9,463.12650001109165,375.34865073294526,-10.388026074887811,-10.373503967454901
5,10,463.7084292790594,263.280424343614,-2.8911070680501716,-2.904863604742205
5,11,464.14845136530454,237.43725067805687,8.965153804750296,8.951381910096002
5,12,464.3440148484356,359.6286275845278,20.544719830012447,20.550084584684143
5,13,464.1808789738942,611.6552532686759,29.095065942486325,29.07270179569829
5,14,463.8020113965781,844.5492485394781,30.238258981781694,30.141552240982524
5,15,463.0597949583768,920.293403808912,23.454800484155342,23.474544496517172
5,16,462.7129727068826,874.5934257358873,14.844367857743183,14.814561772434553
5,17,462.3740601566592,773.4040581117205,7.680003815766918,7.682149319669496
5,18,462.263408378449,659.5087971611506,3.007398599679261,2.9909491963239407
5,19,462.27970237664454,467.8230802605144,0.8620981858273038,0.8718439458155778
6,0,454.1169274127058,278.013743822404,0.22528870228199413,0.2158710106076399
6,1,454.17174853356516,285.02119428490215,-0.3851251467604056,-0.3756968151328504
6,2,454.248520755457,361.85775397932014,-1.519125278113946,-1.5372533691180088
6,3,454.2128055391711,399.41464354363154,-3.132124971392844,-3.130875897893175
6,4,454.26737718068506,426.09123329317663,-4.800911653537478,-4.819349159712658
6,5,454.33084969633796,462.3375651814795,-6.272975918772265,-6.25199697687328
6,6,454.4326009361326,454.3070110660066,-8.09424007530597,-8.08333730724137
6,7,454.6172586202986,412.4145379628902,-10.315054064853848,-10.311107281852752
6,8,454.82839845542566,428.65661262835744,-13.47086206186501,-13.479039239096139
6,9,455.34321570940244,374.93938816185545,-13.579233041058623,-13.578064086281254
6,10,456.092661185618,263.0760407924995,-6.029843315263722,-6.030228113088994
6,11,456.73881157309,237.3807750704683,7.194296840923672,7.183511221300657
6,12,456.7810919927673,359.3929755342518,21.352904040965797,21.389628625904436
6,13,456.48710484222744,611.2208887163958,31.814040427751415,31.807305903677943
6,14,455.9392326008085,844.2514193834256,32.41952335524544,32.345625336814685
6,15,455.2344676191742,920.0515376652935,24.437831297498903,24.47248471422758
