-3.825261826837727530e-01 -5.460533795376890653e-01 -5.867726705661419073e-01 -5.700360019843364601e-01 -5.600213540087226605e-01 -5.387541575902087265e-01 -4.622432172493902702e-01 -2.986046841680484731e-01 -1.461508252513801787e-01 3.573205550014786191e-03 1.322134840744659257e-01 2.596750183682012825e-01 4.863535345480561323e-01 8.768944476948763445e-01 1.323300454480251798e+00 1.544840388807069198e+00 1.419694619987613926e+00 1.130693455327237418e+00 7.031304182897636368e-01 8.515142890192514691e-02
-5.501188396145000326e-01 -7.714232456783897129e-01 -8.419186369616433741e-01 -8.214149697598520650e-01 -8.057693726837806825e-01 -7.779475401584543537e-01 -6.770725191844263469e-01 -4.431886415428077375e-01 -2.291045360539215869e-01 -3.637659432237733571e-03 1.995082961815732026e-01 3.959080268485060672e-01 7.506493015304021021e-01 1.372405866708173550e+00 2.068554666141768639e+00 2.379733232576541013e+00 2.151443097530184367e+00 1.671308936972715653e+00 1.020503793273068949e+00 1.189829564549192281e-01
-6.904339960550192057e-01 -9.686848965120991028e-01 -1.056260761063206655e+00 -1.041506298974125944e+00 -1.020622978772913969e+00 -9.887976457703473443e-01 -8.683305530233391689e-01 -5.771716492607013027e-01 -3.108473498991985440e-01 -9.421466402547219385e-03 2.596253615412528748e-01 5.151532844878242701e-01 1.010931235993972832e+00 1.844438642663568828e+00 2.780378808033420857e+00 3.183584166396566939e+00 2.837918409524091690e+00 2.168208736023068628e+00 1.317825604453030541e+00 1.640403498028716600e-01
-7.909673252516377095e-01 -1.133437659736930225e+00 -1.210702577415796455e+00 -1.198808934889956213e+00 -1.181512292534754760e+00 -1.150431229689152568e+00 -1.026609681996744072e+00 -6.930667849609394304e-01 -3.725736030282209565e-01 -2.523130271371813380e-02 3.148974824026430919e-01 6.498320581800703932e-01 1.264569745327182693e+00 2.314587768073858687e+00 3.453330066597202208e+00 3.904922918299745138e+00 3.402828510794955186e+00 2.560948637588604804e+00 1.541220840394031510e+00 1.687321141135234570e-01
-8.917215046754005670e-01 -1.275522849457008112e+00 -1.380687318103331451e+00 -1.356229043499104892e+00 -1.349023607847319228e+00 -1.336815411583298419e+00 -1.183686810679752899e+00 -8.124309697533061980e-01 -4.422317656026113486e-01 -3.249079931047080261e-02 3.782156536568304639e-01 7.945951261247926611e-01 1.546714854314947152e+00 2.834314538712212617e+00 4.209558553164001182e+00 4.698875420557632410e+00 4.005312158804917644e+00 2.940702634916433578e+00 1.721791487511413310e+00 1.894263145695349870e-01
-1.049279305041739940e+00 -1.504106615976796846e+00 -1.608805034641995535e+00 -1.590422849775706915e+00 -1.559700843860499120e+00 -1.563443538366011243e+00 -1.396594899828677905e+00 -9.638332495983625847e-01 -5.279378354949215701e-01 -1.820529863435240217e-02 4.767143298303066490e-01 9.815877668675392353e-01 1.929053648893477302e+00 3.506281580195421022e+00 5.181910482091391046e+00 5.718850350794084214e+00 4.801265636323029717e+00 3.411925435887860569e+00 1.958295697082418130e+00 1.769717425829037127e-01
-1.038496033152492615e+00 -1.476211743219383754e+00 -1.585230978043882244e+00 -1.561433400742395117e+00 -1.552678550591453766e+00 -1.568939760722670940e+00 -1.409351812305297269e+00 -9.753861531528549289e-01 -5.254434661934600514e-01 1.373987967426987603e-02 5.553864958709827659e-01 1.109418582735018477e+00 2.154010841762180828e+00 3.907270972667070463e+00 5.671167704058478698e+00 6.110548091693171813e+00 4.907047234463941976e+00 3.317360997068414807e+00 1.819819624831643834e+00 1.137417844605193018e-01
-4.462852218116575842e-01 -6.642822597305211296e-01 -7.475177002310443575e-01 -7.831000894036420634e-01 -8.134174677381382779e-01 -8.866151697040310919e-01 -8.322923821757450824e-01 -6.167049552020800185e-01 -3.337133023464972092e-01 4.124341068895689272e-02 4.516034315138890975e-01 8.940194570655465300e-01 1.728292188601012747e+00 3.082120295639738217e+00 4.345804055835514212e+00 4.400914986492193037e+00 3.144396938579246736e+00 1.793984569056612077e+00 7.590715290294171025e-01 -2.458232503868597318e-03
5.828140499502421079e-01 7.042595417970792804e-01 6.228441298061522247e-01 4.725264870879628543e-01 3.409174614639183254e-01 2.157129443555948767e-01 4.313753302961727265e-02 -5.784354532737093907e-02 -9.819739920290079804e-02 -1.069299477431281953e-02 1.471923513514388493e-01 3.591193829197972254e-01 7.387711058659649499e-01 1.312677989374044785e+00 1.688036163798644074e+00 1.343713628417839701e+00 5.010023406890337094e-01 -2.057244738211712054e-01 -5.065827515521877933e-01 -2.329764512382447028e-02
1.451428783439377979e+00 1.836991600180508444e+00 1.757723396944719019e+00 1.507718080886566225e+00 1.306293723029871900e+00 1.154034277208124459e+00 8.370140126178478024e-01 3.928239313695598423e-01 2.269605508910342920e-02 -2.404697687965200170e-01 -3.589306754312013847e-01 -4.094274339208570646e-01 -5.702974052014028183e-01 -9.136086086992836197e-01 -1.393781668248728067e+00 -1.632101748702816213e+00 -1.488162790919905776e+00 -1.376374965417602514e+00 -1.124301172305931962e+00 1.610471728469514141e-01
