phi1,phi2,g11,g22,g12,g21
5,14,462.36877423840144,841.8426683478448,4.819070315235589,4.825380876377336
5,15,462.29982733387106,918.5815895312668,3.3473300590670063,3.3083552492638773
5,16,462.20236341854445,873.9478301660943,1.5264232378377731,1.5340382240220005
5,17,462.1905672819259,773.1867563819031,0.6835009930951245,0.6624380809381097
5,18,462.179226902637,659.4734089804059,0.20045689838130473,0.16832806427366642
5,19,462.1614152778342,467.8530721940533,-0.17868187440978842,-0.1767601631620109
6,0,454.1216597062796,277.9800284704761,0.32703684457505444,0.3243345808285966
6,1,454.07672126103466,285.48577022988445,0.276771441437328,0.26818631826538014
6,2,454.150498360085,362.1910370939118,0.07328983907458529,0.06591871372297449
6,3,454.1636581921263,399.4546357264374,-0.10829949738587655,-0.0918837107716534
6,4,454.1291344267665,426.0570043468751,-0.2341658809854598,-0.23087395609055295
6,5,454.12079334514357,462.12018219543256,-0.3310557154684707,-0.3578788991783977
6,6,454.0972884388277,454.0262975005831,-0.41214669904975315,-0.402734647349669
6,7,454.14072082403885,412.0186418263229,-0.17367853183278578,-0.19091272080498706
6,8,454.13423194957176,427.7986724815098,0.30215629828218576,0.30658605089421553
6,9,454.09463657774006,374.03568164545374,0.9685720764204203,0.9585565429628503
6,10,454.15273832465897,262.76736941996705,1.4601733990201415,1.482665156134637
6,11,454.15114379695433,237.28757169644126,1.787148842237931,1.7825410189205604
6,12,454.2474241499165,358.3361149799351,2.5865374038673337,2.600359828330096
6,13,454.21138564558777,608.7020251616276,3.8303869485667605,3.844296932593326
6,14,454.24010945407684,841.8074242894396,4.151652140910188,4.139267667738862
6,15,454.0842196765413,918.5281448130339,2.9714722509840437,2.956763789153612
6,16,454.14416519251125,873.8897658999415,1.7999443112372797,1.7929677966642525
6,17,454.1153830426145,773.2101028577218,1.010678848335018,1.016561772475191
6,18,454.1498346916312,659.5109688278297,0.2837040985676266,0.26365423770721197
6,19,454.0906849930247,467.8988590380081,0.12609119908843758,0.13173133499675974
7,0,412.0305167658742,277.9734489017462,1.3623813022216413,1.3564952890046178
7,1,412.027811860583,285.47840008926966,1.505623198721697,1.4964939493634954
7,2,412.0538556418353,362.05395574210206,1.1863855067167581,1.209961230475235
7,3,411.9817135852043,399.40008471271824,0.7661539506308187,0.7505452087026032
7,4,412.0364724285624,426.04293378452974,0.4572276670938805,0.45666895805747315
7,5,412.0329457998965,462.0950079661036,0.30473948662438577,0.2645252422802761
7,6,412.0317515802397,454.07595462797076,0.0015498047222611718,-0.013361292180850136
7,7,412.0437955516268,411.99444415750224,-0.24504287220988852,-0.2340175458602534
7,8,411.9280579885932,427.81444586584934,-0.2715619733693827,-0.2786329079469188
7,9,411.98045801545135,374.04369754409237,-0.06112050592329587,-0.07177891512682336
7,10,411.9144821276388,262.7691056599267,0.2795671406721773,0.2908362235250236
7,11,411.9847251579621,237.30073705720062,0.6465972501300538,0.6410998106948623
7,12,412.04102232890745,358.3152976578969,1.187965421311835,1.1858793750913583
7,13,412.04115419418525,608.8177713356063,1.923978011861238,1.9247243270527856
7,14,411.9861056846186,841.7665794512823,2.499258369921275,2.5140372205792176
7,15,412.0781956442262,918.5528127416806,3.1036893493781004,3.0811054984314
7,16,412.06943466209,873.9491959821058,3.359225630270761,3.326609433179345
7,17,412.111390160867,773.18237486243,2.2464044239385434,2.241343770276653
7,18,412.08876292613786,659.4812609363689,0.8092295054047703,0.8093937364488901
7,19,412.12531113905817,467.9475314761038,0.7030061149575664,0.7062527220104635
8,0,427.9334524318978,277.95782932797744,2.133496146811656,2.1181943245627117
8,1,427.92504117252923,285.39057594808133,2.4106668161998237,2.3931168894602175
8,2,427.8212327199409,362.1384243900172,1.9582470647824313,1.974275752347515
8,3,427.86190608842566,399.37576705022707,1.3052140190490436,1.3122063755154154
8,4,427.8545826454393,426.00070726282496,0.7944187506094066,0.7920845412004968
8,5,427.88676485895,462.14791700845376,0.49839892418151527,0.511189826459873
8,6,427.8851571979759,453.9148981331329,-0.009862661707144862,0.03652569463704441
8,7,427.8409139183455,412.0252951928468,-0.7091384979226901,-0.7069816351545323
8,8,427.86504908274225,428.0009707726491,-1.480474144615244,-1.4739735097741222
8,9,427.9724502368352,374.05739931243073,-1.8848999353150613,-1.8829809173785585
8,10,427.97334275403114,262.7795585726017,-1.6548212786142351,-1.6504998070365984
8,11,427.87011281384304,237.30080364947594,-0.9985733361495497,-1.005884266262574
8,12,428.01474650344534,358.3071884278013,-0.44177886384167403,-0.4460531317179458
8,13,428.1178700310105,608.614719622792,0.2095959718000659,0.20821945658796165
8,14,428.1162232989259,841.7256223380674,1.9581105299966541,1.9577907351923733
8,15,428.2873126967763,918.5845665654786,4.817114349842336,4.769408757335883
8,16,428.3227845142751,873.9645925937616,5.900035463452069,5.880774824787274
8,17,428.1152342841945,773.2332337685667,3.882766706262378,3.86210912694825
8,18,428.033638725234,659.5049609117111,1.5166600994785537,1.5174332573098708
8,19,427.9201730505037,467.8999579691789,1.2144302703354795,1.2299258140061555
9,0,374.2032781212309,278.07322718066587,2.1008241241185908,2.099530614885159
9,1,374.1856801270715,285.4814590797321,2.37640003053435,2.3626452024454445
9,2,374.1838295952555,362.03495447526666,1.9591940995572354,1.9459299519281867
9,3,374.1844346676086,399.35838864333397,1.2509238751806144,1.246438429418589
9,4,374.1756983641471,426.0738244014615,0.7019410957709417,0.6958669588406707
9,5,374.18379926778175,462.14938291454837,0.38649992503516095,0.3792291559650695
9,6,374.1620646194736,454.06452379932153,-0.16706584560253573,-0.17303032344439895
9,7,374.155300875014,412.0296355540061,-1.170270676551778,-1.1630238130160935
9,8,374.13763170058417,427.9436097282006,-2.3793595556277713,-2.3796396148362584
9,9,374.1565950048717,374.0460681888011,-3.2383530561242906,-3.238811922404851
9,10,374.22467039466665,262.75844480245536,-3.09213680022219,-3.074655933038946
9,11,374.31509539521625,237.27823280890124,-2.1596409809608934,-2.167644933425022
9,12,374.28193413633113,358.2900462904914,-1.4293930257900205,-1.4419318227255808
9,13,374.4231110065374,608.6769805282215,-0.545628879162653,-0.5642416074620491
9,14,374.5100319214535,841.699051399492,2.147080038466671,2.14319486635265
9,15,374.5825898149187,918.5826297569992,5.843884963987597,5.82939175649825
9,16,374.52073620343924,873.9194919789701,6.768671427661561,6.755391563466664
9,17,374.42302101603036,773.232346853259,4.306009090202956,4.294949272398292
